ID_1_GP, ID_1_PP, ID_2_GP, ID_2_PP, ID_3_GP, ID_3_PP, ID_4_GP, ID_4_PP, ID_5_GP, ID_5_PP, ID_6_GP, ID_6_PP, ID_7_GP, ID_7_PP, ID_8_GP, ID_8_PP, ID_9_GP, ID_9_PP, ID_10_GP, ID_10_PP, ID_11_GP, ID_11_PP, ID_12_GP, ID_12_PP, ID_13_GP, ID_13_PP, ID_14_GP, ID_14_PP, ID_15_GP, ID_15_PP, ID_16_GP, ID_16_PP, ID_17_GP, ID_17_PP, ID_18_GP, ID_18_PP, ID_19_GP, ID_19_PP, ID_20_GP, ID_20_PP, GyroFB, GyroRL, AccelFB, AccelRL, L_FSR_X, L_FSR_Y, R_FSR_X, R_FSR_Y, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2040, 0, 2008, 0, 1677, 0, 2530, 0, 2572, 0, 1297, 0, 2339, 0, 1641, 0, 2001, 0, 1976, 0, 2048, 0, 2503, 0, 513, 517, 475, 511, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2035, 0, 1996, 0, 1686, 0, 2548, 0, 2553, 0, 1260, 0, 2330, 0, 1622, 0, 1985, 0, 1957, 0, 2048, 0, 2503, 0, 515, 522, 477, 503, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2029, 0, 1984, 0, 1695, 0, 2566, 0, 2532, 0, 1226, 0, 2326, 0, 1597, 0, 1964, 0, 1935, 0, 2048, 0, 2503, 0, 518, 527, 477, 500, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2022, 0, 1972, 0, 1704, 0, 2582, 0, 2510, 0, 1195, 0, 2326, 0, 1570, 0, 1945, 0, 1912, 0, 2048, 0, 2503, 0, 515, 529, 482, 498, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2020, 0, 1965, 0, 1713, 0, 2597, 0, 2496, 0, 1162, 0, 2308, 0, 1564, 0, 1936, 0, 1902, 0, 2048, 0, 2503, 0, 515, 529, 467, 500, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2022, 0, 1962, 0, 1720, 0, 2609, 0, 2482, 0, 1136, 0, 2301, 0, 1550, 0, 1935, 0, 1898, 0, 2048, 0, 2503, 0, 517, 529, 484, 485, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2024, 0, 1959, 0, 1726, 0, 2619, 0, 2468, 0, 1118, 0, 2301, 0, 1533, 0, 1933, 0, 1894, 0, 2048, 0, 2503, 0, 515, 530, 484, 522, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2023, 0, 1956, 0, 1730, 0, 2626, 0, 2461, 0, 1101, 0, 2290, 0, 1532, 0, 1928, 0, 1888, 0, 2048, 0, 2503, 0, 515, 533, 480, 515, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2019, 0, 1950, 0, 1733, 0, 2630, 0, 2456, 0, 1093, 0, 2288, 0, 1528, 0, 1918, 0, 1877, 0, 2048, 0, 2503, 0, 517, 532, 472, 500, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2021, 0, 1951, 0, 1733, 0, 2630, 0, 2453, 0, 1093, 0, 2293, 0, 1521, 0, 1922, 0, 1880, 0, 2048, 0, 2503, 0, 515, 529, 486, 512, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2026, 0, 1957, 0, 1732, 0, 2628, 0, 2458, 0, 1096, 0, 2289, 0, 1529, 0, 1932, 0, 1891, 0, 2048, 0, 2503, 0, 515, 525, 480, 512, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2032, 0, 1966, 0, 1728, 0, 2623, 0, 2465, 0, 1108, 0, 2292, 0, 1535, 0, 1946, 0, 1906, 0, 2048, 0, 2503, 0, 517, 522, 486, 522, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2035, 0, 1973, 0, 1723, 0, 2614, 0, 2473, 0, 1127, 0, 2303, 0, 1538, 0, 1957, 0, 1919, 0, 2048, 0, 2503, 0, 515, 522, 497, 519, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2033, 0, 1975, 0, 1716, 0, 2603, 0, 2489, 0, 1149, 0, 2304, 0, 1557, 0, 1958, 0, 1923, 0, 2048, 0, 2503, 0, 517, 520, 487, 531, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2035, 0, 1982, 0, 1709, 0, 2590, 0, 2503, 0, 1179, 0, 2318, 0, 1565, 0, 1968, 0, 1934, 0, 2048, 0, 2503, 0, 522, 515, 496, 521, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2041, 0, 1993, 0, 1700, 0, 2574, 0, 2515, 0, 1216, 0, 2342, 0, 1567, 0, 1986, 0, 1955, 0, 2048, 0, 2503, 0, 518, 513, 503, 525, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2043, 0, 2001, 0, 1691, 0, 2557, 0, 2538, 0, 1247, 0, 2340, 0, 1597, 0, 1996, 0, 1967, 0, 2048, 0, 2503, 0, 513, 512, 489, 530, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2042, 0, 2007, 0, 1681, 0, 2539, 0, 2562, 0, 1279, 0, 2334, 0, 1631, 0, 2002, 0, 1976, 0, 2048, 0, 2503, 0, 512, 512, 490, 535, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2040, 0, 2011, 0, 1672, 0, 2521, 0, 2581, 0, 1316, 0, 2341, 0, 1653, 0, 2006, 0, 1982, 0, 2048, 0, 2503, 0, 510, 512, 493, 537, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2039, 0, 2015, 0, 1663, 0, 2504, 0, 2601, 0, 1349, 0, 2345, 0, 1677, 0, 2010, 0, 1988, 0, 2048, 0, 2503, 0, 506, 513, 491, 503, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2037, 0, 2018, 0, 1654, 0, 2489, 0, 2622, 0, 1376, 0, 2342, 0, 1705, 0, 2012, 0, 1990, 0, 2048, 0, 2503, 0, 507, 513, 493, 511, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2037, 0, 2022, 0, 1646, 0, 2477, 0, 2638, 0, 1402, 0, 2353, 0, 1715, 0, 2017, 0, 1996, 0, 2048, 0, 2503, 0, 511, 512, 472, 521, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2039, 0, 2026, 0, 1639, 0, 2469, 0, 2648, 0, 1423, 0, 2372, 0, 1711, 0, 2025, 0, 2005, 0, 2048, 0, 2503, 0, 509, 512, 486, 505, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2040, 0, 2030, 0, 1633, 0, 2465, 0, 2662, 0, 1429, 0, 2372, 0, 1721, 0, 2031, 0, 2011, 0, 2048, 0, 2503, 0, 510, 513, 468, 572, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2042, 0, 2032, 0, 1628, 0, 2467, 0, 2671, 0, 1427, 0, 2381, 0, 1717, 0, 2034, 0, 2014, 0, 2048, 0, 2503, 0, 511, 513, 437, 591, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2045, 0, 2035, 0, 1624, 0, 2471, 0, 2678, 0, 1420, 0, 2387, 0, 1709, 0, 2040, 0, 2020, 0, 2048, 0, 2503, 0, 518, 510, 452, 587, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2051, 0, 2042, 0, 1622, 0, 2473, 0, 2678, 0, 1419, 0, 2411, 0, 1686, 0, 2054, 0, 2035, 0, 2048, 0, 2503, 0, 513, 501, 508, 570, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2070, 0, 2062, 0, 1621, 0, 2475, 0, 2686, 0, 1410, 0, 2397, 0, 1699, 0, 2093, 0, 2075, 0, 2048, 0, 2503, 0, 512, 496, 469, 547, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2082, 0, 2073, 0, 1622, 0, 2475, 0, 2684, 0, 1411, 0, 2393, 0, 1702, 0, 2117, 0, 2098, 0, 2048, 0, 2503, 0, 512, 495, 493, 531, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2087, 0, 2077, 0, 1624, 0, 2473, 0, 2679, 0, 1415, 0, 2391, 0, 1704, 0, 2126, 0, 2106, 0, 2048, 0, 2503, 0, 512, 496, 514, 539, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2088, 0, 2078, 0, 1627, 0, 2470, 0, 2672, 0, 1422, 0, 2388, 0, 1707, 0, 2129, 0, 2109, 0, 2048, 0, 2503, 0, 511, 499, 495, 543, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2086, 0, 2076, 0, 1631, 0, 2465, 0, 2665, 0, 1430, 0, 2381, 0, 1715, 0, 2125, 0, 2105, 0, 2048, 0, 2503, 0, 510, 499, 492, 534, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2089, 0, 2078, 0, 1630, 0, 2460, 0, 2669, 0, 1441, 0, 2379, 0, 1724, 0, 2131, 0, 2111, 0, 2048, 0, 2503, 0, 511, 499, 482, 540, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2093, 0, 2079, 0, 1623, 0, 2453, 0, 2680, 0, 1455, 0, 2389, 0, 1727, 0, 2137, 0, 2116, 0, 2048, 0, 2503, 0, 512, 496, 481, 530, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2101, 0, 2084, 0, 1613, 0, 2446, 0, 2701, 0, 1470, 0, 2402, 0, 1732, 0, 2153, 0, 2132, 0, 2048, 0, 2503, 0, 512, 496, 468, 531, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2105, 0, 2084, 0, 1599, 0, 2438, 0, 2729, 0, 1487, 0, 2417, 0, 1741, 0, 2158, 0, 2136, 0, 2048, 0, 2503, 0, 513, 495, 464, 557, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2111, 0, 2085, 0, 1583, 0, 2429, 0, 2763, 0, 1505, 0, 2437, 0, 1747, 0, 2167, 0, 2144, 0, 2048, 0, 2503, 0, 513, 500, 472, 518, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2107, 0, 2075, 0, 1566, 0, 2419, 0, 2799, 0, 1524, 0, 2455, 0, 1757, 0, 2157, 0, 2132, 0, 2048, 0, 2503, 0, 512, 504, 463, 539, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2105, 0, 2066, 0, 1548, 0, 2410, 0, 2836, 0, 1543, 0, 2471, 0, 1769, 0, 2149, 0, 2121, 0, 2048, 0, 2503, 0, 511, 506, 478, 526, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2106, 0, 2061, 0, 1530, 0, 2401, 0, 2872, 0, 1562, 0, 2487, 0, 1782, 0, 2148, 0, 2119, 0, 2048, 0, 2503, 0, 510, 505, 464, 542, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2110, 0, 2060, 0, 1514, 0, 2392, 0, 2907, 0, 1580, 0, 2502, 0, 1794, 0, 2157, 0, 2124, 0, 2048, 0, 2503, 0, 510, 505, 481, 525, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2114, 0, 2059, 0, 1499, 0, 2383, 0, 2937, 0, 1597, 0, 2517, 0, 1803, 0, 2161, 0, 2127, 0, 2048, 0, 2503, 0, 511, 506, 465, 536, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2116, 0, 2056, 0, 1487, 0, 2376, 0, 2962, 0, 1612, 0, 2534, 0, 1807, 0, 2162, 0, 2125, 0, 2048, 0, 2503, 0, 511, 507, 469, 539, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2117, 0, 2052, 0, 1477, 0, 2370, 0, 2982, 0, 1624, 0, 2545, 0, 1813, 0, 2162, 0, 2123, 0, 2048, 0, 2503, 0, 511, 510, 471, 520, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2113, 0, 2046, 0, 1470, 0, 2366, 0, 2997, 0, 1633, 0, 2552, 0, 1818, 0, 2154, 0, 2114, 0, 2048, 0, 2503, 0, 511, 511, 470, 506, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2112, 0, 2043, 0, 1466, 0, 2363, 0, 3005, 0, 1638, 0, 2556, 0, 1820, 0, 2152, 0, 2111, 0, 2048, 0, 2503, 0, 510, 510, 478, 507, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2115, 0, 2045, 0, 1466, 0, 2363, 0, 3008, 0, 1638, 0, 2554, 0, 1824, 0, 2156, 0, 2114, 0, 2048, 0, 2503, 0, 510, 507, 481, 519, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2119, 0, 2050, 0, 1468, 0, 2364, 0, 3003, 0, 1635, 0, 2552, 0, 1822, 0, 2165, 0, 2124, 0, 2048, 0, 2503, 0, 510, 509, 486, 531, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2114, 0, 2048, 0, 1473, 0, 2368, 0, 2991, 0, 1628, 0, 2546, 0, 1819, 0, 2157, 0, 2117, 0, 2048, 0, 2503, 0, 511, 511, 484, 518, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2108, 0, 2046, 0, 1482, 0, 2373, 0, 2973, 0, 1619, 0, 2540, 0, 1811, 0, 2147, 0, 2109, 0, 2048, 0, 2503, 0, 511, 512, 477, 521, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2105, 0, 2047, 0, 1493, 0, 2380, 0, 2949, 0, 1605, 0, 2527, 0, 1804, 0, 2140, 0, 2105, 0, 2048, 0, 2503, 0, 515, 513, 490, 510, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2100, 0, 2047, 0, 1506, 0, 2387, 0, 2919, 0, 1591, 0, 2525, 0, 1784, 0, 2133, 0, 2099, 0, 2048, 0, 2503, 0, 518, 514, 494, 518, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2095, 0, 2047, 0, 1522, 0, 2396, 0, 2884, 0, 1577, 0, 2517, 0, 1766, 0, 2125, 0, 2094, 0, 2048, 0, 2503, 0, 517, 515, 490, 524, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2089, 0, 2047, 0, 1539, 0, 2405, 0, 2850, 0, 1557, 0, 2496, 0, 1759, 0, 2116, 0, 2087, 0, 2048, 0, 2503, 0, 513, 515, 487, 516, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2084, 0, 2049, 0, 1557, 0, 2415, 0, 2817, 0, 1534, 0, 2465, 0, 1762, 0, 2110, 0, 2084, 0, 2048, 0, 2503, 0, 513, 515, 487, 516, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2080, 0, 2051, 0, 1575, 0, 2424, 0, 2780, 0, 1515, 0, 2446, 0, 1752, 0, 2104, 0, 2080, 0, 2048, 0, 2503, 0, 512, 515, 480, 529, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2076, 0, 2052, 0, 1592, 0, 2433, 0, 2746, 0, 1496, 0, 2425, 0, 1745, 0, 2098, 0, 2076, 0, 2048, 0, 2503, 0, 510, 514, 482, 523, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2074, 0, 2055, 0, 1607, 0, 2442, 0, 2716, 0, 1478, 0, 2403, 0, 1742, 0, 2097, 0, 2075, 0, 2048, 0, 2503, 0, 509, 512, 483, 532, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2073, 0, 2058, 0, 1619, 0, 2450, 0, 2692, 0, 1460, 0, 2387, 0, 1737, 0, 2097, 0, 2076, 0, 2048, 0, 2503, 0, 510, 512, 472, 536, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2070, 0, 2057, 0, 1627, 0, 2457, 0, 2674, 0, 1447, 0, 2382, 0, 1727, 0, 2091, 0, 2071, 0, 2048, 0, 2503, 0, 509, 511, 481, 535, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2067, 0, 2057, 0, 1631, 0, 2463, 0, 2667, 0, 1434, 0, 2375, 0, 1724, 0, 2088, 0, 2068, 0, 2048, 0, 2503, 0, 510, 509, 477, 528, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2068, 0, 2058, 0, 1629, 0, 2468, 0, 2669, 0, 1425, 0, 2379, 0, 1715, 0, 2089, 0, 2069, 0, 2048, 0, 2503, 0, 511, 509, 476, 534, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2065, 0, 2055, 0, 1625, 0, 2472, 0, 2676, 0, 1418, 0, 2387, 0, 1709, 0, 2083, 0, 2063, 0, 2048, 0, 2503, 0, 507, 505, 474, 533, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2068, 0, 2059, 0, 1623, 0, 2474, 0, 2686, 0, 1409, 0, 2377, 0, 1718, 0, 2090, 0, 2071, 0, 2048, 0, 2503, 0, 505, 501, 460, 534, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2072, 0, 2063, 0, 1621, 0, 2475, 0, 2691, 0, 1405, 0, 2373, 0, 1723, 0, 2097, 0, 2078, 0, 2048, 0, 2503, 0, 509, 499, 459, 527, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2073, 0, 2065, 0, 1621, 0, 2475, 0, 2688, 0, 1408, 0, 2385, 0, 1711, 0, 2100, 0, 2082, 0, 2048, 0, 2503, 0, 512, 502, 442, 555, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2065, 0, 2056, 0, 1621, 0, 2474, 0, 2685, 0, 1412, 0, 2394, 0, 1703, 0, 2084, 0, 2065, 0, 2048, 0, 2503, 0, 519, 504, 426, 477, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2060, 0, 2050, 0, 1623, 0, 2472, 0, 2675, 0, 1423, 0, 2413, 0, 1684, 0, 2072, 0, 2052, 0, 2048, 0, 2503, 0, 528, 511, 436, 489, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2045, 0, 2035, 0, 1626, 0, 2469, 0, 2659, 0, 1439, 0, 2437, 0, 1660, 0, 2043, 0, 2023, 0, 2048, 0, 2503, 0, 527, 513, 509, 521, 0, 0, 0, 0, 
1498, 0, 2518, 0, 1845, 0, 2248, 0, 2381, 0, 1712, 0, 2048, 0, 2048, 0, 2040, 0, 2030, 0, 1631, 0, 2465, 0, 2652, 0, 1445, 0, 2429, 0, 1667, 0, 2031, 0, 2011, 0, 2048, 0, 2503, 0, 523, 513, 486, 490, 0, 0, 0, 0, 
