nID_1_GP,nID_1_PP,nID_2_GP,nID_2_PP,nID_3_GP,nID_3_PP,nID_4_GP,nID_4_PP,nID_5_GP,nID_5_PP,nID_6_GP,nID_6_PP,nID_7_GP,nID_7_PP,nID_8_GP,nID_8_PP,nID_9_GP,nID_9_PP,nID_10_GP,nID_10_PP,nID_11_GP,nID_11_PP,nID_12_GP,nID_12_PP,nID_13_GP,nID_13_PP,nID_14_GP,nID_14_PP,nID_15_GP,nID_15_PP,nID_16_GP,nID_16_PP,nID_17_GP,nID_17_PP,nID_18_GP,nID_18_PP,nID_19_GP,nID_19_PP,nID_20_GP,nID_20_PP,GyroFB,GyroRL,AccelFB,AccelRL,L_FSR_X,L_FSR_Y,R_FSR_X,R_FSR_Y,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2053,0,2043,0,1572,0,2524,0,2838,0,1258,0,2498,0,1598,0,2058,0,2038,0,2048,0,2503,0,512,512,486,512,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2053,0,2043,0,1572,0,2524,0,2838,0,1258,0,2498,0,1598,0,2058,0,2038,0,2048,0,2503,0,511,512,488,509,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2052,0,2042,0,1572,0,2524,0,2838,0,1258,0,2498,0,1598,0,2056,0,2035,0,2048,0,2503,0,511,512,486,512,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2050,0,2040,0,1572,0,2523,0,2838,0,1259,0,2498,0,1598,0,2053,0,2032,0,2048,0,2503,0,510,513,488,511,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2049,0,2039,0,1573,0,2523,0,2837,0,1259,0,2498,0,1599,0,2050,0,2030,0,2048,0,2503,0,512,513,488,511,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2048,0,2038,0,1573,0,2522,0,2836,0,1261,0,2497,0,1599,0,2048,0,2027,0,2048,0,2503,0,511,514,487,512,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2047,0,2036,0,1573,0,2522,0,2837,0,1262,0,2497,0,1600,0,2046,0,2024,0,2048,0,2503,0,511,512,488,512,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2046,0,2035,0,1572,0,2521,0,2838,0,1264,0,2498,0,1601,0,2043,0,2022,0,2048,0,2503,0,511,513,486,515,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2045,0,2033,0,1571,0,2520,0,2840,0,1266,0,2499,0,1602,0,2041,0,2019,0,2048,0,2503,0,511,514,488,515,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2044,0,2031,0,1570,0,2519,0,2844,0,1268,0,2501,0,1603,0,2038,0,2017,0,2048,0,2503,0,510,518,485,517,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2043,0,2029,0,1567,0,2518,0,2848,0,1271,0,2504,0,1605,0,2035,0,2014,0,2048,0,2503,0,510,518,487,515,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2042,0,2027,0,1565,0,2516,0,2854,0,1274,0,2507,0,1606,0,2033,0,2012,0,2048,0,2503,0,507,517,486,518,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2041,0,2025,0,1562,0,2515,0,2860,0,1277,0,2510,0,1608,0,2030,0,2010,0,2048,0,2503,0,504,514,486,521,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2040,0,2022,0,1558,0,2513,0,2867,0,1280,0,2514,0,1609,0,2028,0,2007,0,2048,0,2503,0,495,512,488,518,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2039,0,2020,0,1555,0,2512,0,2875,0,1283,0,2518,0,1611,0,2025,0,2005,0,2048,0,2503,0,487,506,486,528,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2039,0,2018,0,1551,0,2510,0,2884,0,1287,0,2523,0,1613,0,2023,0,2003,0,2048,0,2503,0,481,501,481,530,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2038,0,2015,0,1546,0,2508,0,2893,0,1291,0,2528,0,1615,0,2021,0,2001,0,2048,0,2503,0,494,492,484,535,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2037,0,2013,0,1542,0,2507,0,2903,0,1294,0,2533,0,1617,0,2018,0,1999,0,2048,0,2503,0,511,476,486,537,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2037,0,2010,0,1537,0,2505,0,2913,0,1298,0,2538,0,1619,0,2016,0,1997,0,2048,0,2503,0,517,456,481,535,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2036,0,2008,0,1533,0,2503,0,2923,0,1302,0,2544,0,1621,0,2014,0,1995,0,2048,0,2503,0,515,442,485,542,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2036,0,2005,0,1528,0,2501,0,2933,0,1306,0,2549,0,1623,0,2012,0,1993,0,2048,0,2503,0,514,435,482,545,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2035,0,2003,0,1523,0,2499,0,2944,0,1310,0,2555,0,1625,0,2009,0,1992,0,2048,0,2503,0,515,425,479,540,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2035,0,2000,0,1518,0,2498,0,2954,0,1313,0,2560,0,1627,0,2007,0,1990,0,2048,0,2503,0,535,410,482,539,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2034,0,1998,0,1514,0,2496,0,2964,0,1317,0,2565,0,1629,0,2005,0,1989,0,2048,0,2503,0,543,400,486,540,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2034,0,1996,0,1509,0,2494,0,2974,0,1321,0,2571,0,1631,0,2004,0,1988,0,2048,0,2503,0,544,389,482,531,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2034,0,1993,0,1505,0,2492,0,2983,0,1324,0,2576,0,1633,0,2002,0,1986,0,2048,0,2503,0,552,384,482,537,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2033,0,1991,0,1501,0,2491,0,2992,0,1328,0,2581,0,1634,0,2000,0,1985,0,2048,0,2503,0,560,374,484,539,0,0,0,0,
1498,0,2518,0,1845,0,2248,0,2381,0,1712,0,2048,0,2048,0,2033,0,1989,0,1497,0,2489,0,3000,0,1331,0,2585,0,1636,0,1998,0,1984,0,2048,0,2503,0,565,369,485,524,0,0,0,0,
